Block,Gram Panchayat,Village,Beneficiary_Count
Raruan,Nuangan,Tangrusahi,1
Raruan,Nursandha,Buruhato,20
Raruan,Panapataria,Chelianal,3
Raruan,Panapataria,Fagu,18
Raruan,Panapataria,Panapataria,25
Raruan,Panapatria,Ghagarbeda,10
Raruan,Panapatria,Maricha,9
Raruan,Panapatria,Ranibhol,2
Raruan,Panapatria,Righa,32
Raruan,Panapatria,Sanramachandrapur,3
Raruan,Panapatria,Solagada,12
Raruan,Panapaturia,Sarasposi,8
Raruan,Panpataria,Fagu,2
Raruan,Panpataria,Madhiaposi,8
Raruan,Panpatria,Chelianali,44
Raruan,Panpatria,Fagu,5
Raruan,Panpatria,Itighar,26
Raruan,Panpatria,Panpatria,82
Raruan,Panpatria,Solgada,19
Raruan,Raruan,Bhanjbeda,16
Raruan,Raruan,Jhumkapal,28
Raruan,Raruan,Khuntapada,76
Raruan,Raruan,Tilusahi,19
Raruan,Tilakuti,Papada,6
Rasagovindpur,Dabasul,Musamari,1
"Rasgobin
dapur",Kamardiha,Majanadiha,2
"Rasgobin
dapur",Nalagaja,Bahagodia,35
"Rasgobin
dapur",Raghabpur,Raghabpur,2
"Rasgobin
dapur",Raghabpur,Shrinathapur,3
Rasgobind pur,Nakichua,Andharia,19
Rasgobind pur,Nakichua,Betnasia,19
Rasgobind pur,Nakichua,Raisole,8
Rasgobinda,Nalagaja,Nahyashole,1
Rasgobinda,Nalagaja,Sunakania,1
"Rasgobinda
pur",Jhatiada,Denganalia,18
"Rasgobinda
pur",Jhatiada,Ghasamari,2
"Rasgobinda
pur",Jhatiada,Kaptipada,3
"Rasgobinda
pur",Jhatiada,Mirdhapur,14
"Rasgobinda
pur",Jhatiada,Tikpada,8
"Rasgobinda
pur",Jhatiada,Tipura,16
"Rasgobinda
pur",Kamaradiha,Dhansole,1
"Rasgobinda
pur",Kamardiha,Jharia,49
"Rasgobinda
pur",Kamardiha,Panchamania,1
"Rasgobinda
pur",Khuntapal,Udalipal,1
"Rasgobinda
pur",Nalagaja,Bhakasole,10
"Rasgobinda
pur",Nalagaja,Bhakasole P,1
"Rasgobinda
pur",Nalagaja,Kulipal,9
"Rasgobinda
pur",Nalagaja,Nahyashole,4
"Rasgobinda
pur",Nalagaja,Sabanadiha,9
"Rasgobinda
pur",Nalagaja,Sukhilakhali,8
"Rasgobinda
pur",Nalagaja,Sunakania,18
"Rasgobinda
pur",Nalaganja,Mahulia,6
"Rasgobinda
pur",Nalaganja,Nalaganja,17
Rasgobindapur,Badampur,Badampur,42
Rasgobindapur,Badampur,Badhi,6
Rasgobindapur,Badampur,Benashol,14
Rasgobindapur,Badampur,Patharachatia,4
Rasgobindapur,Bhurushani,Karatapata,8
Rasgobindapur,Chatana,Chatana,8
Rasgobindapur,Chatana,Kapoi,5
Rasgobindapur,Chatana,Ranibandha,5
Rasgobindapur,Chatna,Jahari,4
Rasgobindapur,Chatna,Palasabadha,35
Rasgobindapur,Chhatna,Jahari,1
Rasgobindapur,Chhatna,Palasabadha,1
Rasgobindapur,Debsole,"Ramchandra
pur",4
Rasgobindapur,Jhatiada,Harinasole,36
Rasgobindapur,Jhatiada,Kiakhali,14
Rasgobindapur,Khuntapal,Biripal,2
Rasgobindapur,Khuntapal,Chakulia,51
Rasgobindapur,Khuntapal,Karanjapada,13
Rasgobindapur,Khuntapal,Khandikhal,2
Rasgobindapur,Nakichua,Ambdiha,16
Rasgobindapur,Nakichua,Bhaliapada,8
Rasgobindapur,Nakichua,Kanhupur,20
Rasgobindapur,Nakichua,Nakichua,19
Rasgobindapur,Nakichua,"Shyamananda
pur",15
Rasgobindapur,Nalagaja,Jhirani,37
Rasgobindapur,Saramula,Baghasahi,15
Rasgobindapur,Saramula,Dhanasole,6
Rasgobindapur,Sarumala,Astia,20
Rasgobindapur,Sarumala,Parulia,16
Rasgobindpur,Chatana,Jahari,10
Rasgobindpur,Chatana,Palasbandha,71
Rasgobindpur,Chatona,Raepal,16
Rasgobindpur,Chhatana,Palasbandha,2
Rasgobindpur,Deshol,Ramchandrapur,2
Rasgobindpur,GadiHati,Tambakhuri,1
Rasgobindpur,Nalagaja,Itahari,10
Rasgobindpur,Nalagaja,Madhuria,20
Rasgobindpur,Nalagaja,Podapada,8
Rasgobindpur,Nalagaja,Rangiam,12
Rasgobindpur,Raghupur,Phulobadia,6
Rasgobindpur,Ramchandrapur,Ramchandrapur,4
Rasgobindpur,Rasgobindpur,Ramchandrapur,2
Rasgovinbdpur,Devsole,Musamari,1
Rasgovinbdpur,Sarumula,Bhaliapada,1
Rasgovindpur,Amarda,Badhimahan,1
Rasgovindpur,Amarda,Badhimuhan,14
Rasgovindpur,Amarda,Darakholi,3
Rasgovindpur,Amarda,Darkholi,21
Rasgovindpur,Amarda,Praharajpur,37
Rasgovindpur,Amrada,Basuli,1
Rasgovindpur,Andhari,Andhari,13
Rasgovindpur,Bhaduasole,Bhaduasole,34
Rasgovindpur,Debsole,Andhari,12
Rasgovindpur,Debsole,Musamari,1
Rasgovindpur,Devsole,Andhari,2
Rasgovindpur,Devsole,Musamari,1
Rasgovindpur,Jhatiada,Ghasmari,1
Rasgovindpur,Jhatiada,Harinasole,20
Rasgovindpur,Jhatiada,Jhatiada,12
Rasgovindpur,Kamardiha,Jharia,47
Rasgovindpur,Nakichua,Ambadiha,2
Rasgovindpur,Nakichua,Bhaliapada,1
Rasgovindpur,Nakichua,Kanhupur,15
Rasgovindpur,Nakichua,Kanpur,36
Rasgovindpur,Nakichua,Shyamanandapur,1
Rasgovindpur,Nalagaja,Bahagadia,12
Rasgovindpur,Nalagaja,Bhakasole,12
Rasgovindpur,Nalagaja,Krushanachandrapur,11
Rasgovindpur,Nalagaja,Mahulia,5
Rasgovindpur,Nalagaja,Nuhyasole,3
Rasgovindpur,Nalagaja,Raghunathpur,1
Rasgovindpur,Nalagaja,Shobandihi,3
Rasgovindpur,Nalagaja,Sunakania,3
Rasgovindpur,Nalagaja,ukasole,1
Rasgovindpur,Rasgovindpur,Nalagaja,1
Rasgovindpur,Sarumula,Parulia,2
SARASAKANA,Bagbuda,Kalapani,39
SARASAKANA,Banakati,Kantapal,1
SARASAKANA,Joka,Uparbeda,6
SARASAKANA,Murunia,Mundhabani,21
SHYAMAKHUNTA,Balidiha,Bhalubasa,2
SHYAMAKHUNTA,Kalapathar,Bhalubasa,8
SHYAMAKHUNTA,Khandia,Ikadapal,8
SHYAMAKHUNTA,Kochilaghati,Gobindchandrapur,10
SHYAMAKHUNTA,Kochilaghati,Godipokhari,70
SHYAMAKHUNTA,Kochilaghati,Jogendranathpur,3
SHYAMAKHUNTA,Kochilaghati,Kochilaghati,2
SHYAMAKHUNTA,Kochilaghati,Pithabata,23
SULIAPADA,Kanimahuli,Kunchisole,8
SULIAPADA,Kanimahuli,Pandupal,14
SULIAPADA,Kantisahi,Dhansole,36
SULIAPADA,Kujidihi,Dhenkinengia,14
SULIAPADA,Kujidihi,Dudhiasole,15
SULIAPADA,Kujidihi,Katarikota,3
SULIAPADA,Paktia,Nedasole,2
SULIAPADA,Paktia,Singimara,1
Samakhunta,Balidiha,Balidiha,7
Samakhunta,Balidiha,Jungle Block,24
Samakhunta,Baunsabila,Baunsabila,37
Samakhunta,Bhaluki,Asanbani,17
Samakhunta,Bhaluki,Jamsole,14
Samakhunta,Bhaluki,Jungle Block,70
Samakhunta,Bhaluki,Palpala,1
Samakhunta,Itamundia,Itamundia,1
Samakhunta,Kalapathar,Akarasila,16
Samakhunta,Kalapathar,Alubani,38
Samakhunta,Kalapathar,Bhalua,1
Samakhunta,Kalapathar,Bhalubasa,24
Samakhunta,Kalapathar,Chadakata,42
Samakhunta,Kalapathar,Haladibari,15
Samakhunta,Kalapathar,Hingalgadia,1
Samakhunta,Kalapathar,Hinjalgadia,20
Samakhunta,Kalapathar,Jhiliribani,17
Samakhunta,Kalapathar,Kalapathar,40
Samakhunta,Kalapathar,Kitadihi,11
Samakhunta,Kalapathar,Mudrajodi,59
Samakhunta,Kendua,Anayatpur,33
Samakhunta,Kendua,Besarpani,19
Samakhunta,Kendua,Duldharadhanagar,48
Samakhunta,Khandia,Janudahi,22
Samakhunta,Kochiladiha,Jhinei,7
Samakhunta,Kochilaghati,Kakarapani,10
Samakhunta,Kochilaghati,Khasadiha,7
Samakhunta,KuchilaGhati,Gogendradas joda,22
Samakhunta,KuchilaGhati,Gogendradas jota,1
Samakhunta,Mahulia,Goudadiha,1
Samakhunta,Mahulia,Jatipur,3
Samakhunta,Mahulia,Mahulia,7
Samakhunta,Rangamatia,Badsole,4
Samakhunta,Rangamatia,Sansole,7
Samakhunta,Rnagamatia,Jaganathpur,33
Samakhunta,Rnagamatia,Jagannathpur,1
Sarasakana,Sankhabhanga,Jaraki,7
Saraskana,Bagbuda,Balidiha,64
Saraskana,Bagbuda,Dumurdiha,1
Saraskana,Bagbuda,Nota,14
Saraskana,Bhursani,Bhursani,5
Saraskana,Bhurushani,Nuagoan,46
Saraskana,Bhurushani,Nuhamalia,26
Saraskana,Dhangudisole,Ramchandrapur,76
Saraskana,Dighi,Jodatikiri,4
Saraskana,Jalada,Dumuria,12
Saraskana,Jalda,Padmapur,6
Saraskana,Jalda,Punasia,6
Saraskana,Jhadapokharia,Arjundiha,42
Saraskana,Jhadpokharia,Jaunti,2
Saraskana,Jharapokharia,Andhari,20
Saraskana,Jharapokharia,Dhanageri,70
Saraskana,Jharapokharia,Salabani,2
Saraskana,Jharpokharia,Ghiajodi,8
Saraskana,Jharpokharia,Jharpokharia,7
Saraskana,Jharpokharia,Salbani,10
Saraskana,Joka,Ambadiha,49
Saraskana,Joka,Digarisole,32
Saraskana,Joka,Joka,19
Saraskana,Joka,Kapadiha,23
Saraskana,Joka,Sankhabhanga,2
Saraskana,Pakharia,Saragachida,3
Saraskana,Paktia,Barubeda,46
Saraskana,Paktia,Bhadua,92
Saraskana,Paktia,Dighi,94
Saraskana,Pokhardiha,Dumurdiha,2
Saraskana,Pokharia,Balidiha,1
Saraskana,Pokharia,Darakoli,10
Saraskana,Pokharia,Dumurdiha,1
Saraskana,Pokharia,Jamukunda,1
Saraskana,Pokharia,Jerkani,15
Saraskana,Pokharia,Karunasole,164
Saraskana,Pokharia,Khairabani,2
Saraskana,Pokharia,Khairbani,12
Saraskana,Pokharia,Palasbani,9
Saraskana,Pokharia,Palashbani,3
Saraskana,Pokharia,Satpautia,41
Saraskana,Pokharia,Silphodi,7
Saraskana,Pokharia,jamkunda,3
Saraskana,Pokharidiha,Dumurdiha,137
Saraskana,Rajaloka,Belbaria,12
Saraskana,Rajaloka,Krushna Chandrapur,68
Saraskana,Rajaloka,Rajaloka,6
Saraskana,Rajaloka,Saragada,14
Saraskana,Sankhabhanga,"Bhadua Samil
bachuribandha",11
Saraskana,Sankhabhanga,Ghuma,22
Saraskana,Sankhabhanga,Jarki,8
Saraskana,Sankhabhanga,Jodajam,85
Saraskana,Sankhabhanga,Kukudanda,14
Saraskana,Sankhabhanga,Kukudaonda,26
Saraskana,Sankhabhanga,Sankhabhanga,131
Saraskana,Sankhabhanga,sankhabhanga,1
Saraskana,Saraskana,Baghajhampa,42
Saraskana,Saraskana,Gopinathpur,30
Saraskana,Saraskana,Malkunda,58
Saraskana,Saraskana,Nuhamalia,44
Saraskana,Shirsha,Badakachimabila,4
Saraskana,Shirsha,Birashingha,8
Saraskana,Shirsha,Nuagoan,30
Saraskana,Umadeipur,Bhandarikuda,2
Saraskana,Umadeipur,Jharia,14
Saraskana,Umadeipur,Kendumundi,37
Saraskana,Umadeipursasan,Kendua,21
Saraskona,Bagbuda,Dakhinasul,38
Saraskona,Bagbuda,Gobindapur,8
Saraskona,Bagbuda,Kalapani,102
Saraskona,Bagbuda,Kundiapani,68
Saraskona,Jalda,Panapasi,14
Saraskona,Jharapokhria,Palasia,34
Saraskona,Joka,Kopadiha,35
Saraskona,Joka,Uparbeda,63
Saraskona,Joka,Upparbeda,2
Saraskona,Murunia,Machakandana,27
Saraskona,Murunia,Mundabani,35
Saraskona,Murunia,Murunia,32
Saraskona,Pokharia,Bankisole,186
Saraskona,Pokharia,Jarkani,32
Saraskona,Pokharia,Kasiabeda,82
Saraskona,Pokharia,Palasabani,40
Saraskona,Pokharia,Pokharia,225
Saraskona,Pokharia,Saragchhida,2
Saraskona,Pokharia,Saragchida,57
Saraskona,Pokharia,Silfodi,41
Saraskona,Sankhabhanga,Bachhuribondha,1
Saraskona,Sankhabhanga,Bachuribondha,43
Saraskona,Shirsha,Nuagoan,2
Saraskona,Umadeipur,Ghantiabuda,14
Shamakhunta,Balidiha,Jangal Block,4
Shamakhunta,Balidiha,Purunapani,5
Shamakhunta,Baunsabila,Baunsabila,39
Shamakhunta,Baunsabila,Baunsabilla,1
Shamakhunta,Bhaluki,Fuljhara (s) Fatudihi,6
Shamakhunta,Bhaluki,Jualirama,8
Shamakhunta,Bhaluki,Matiali,8
Shamakhunta,Kachilaghati,Gobinda chandrapur,32
Shamakhunta,Kachilaghati,Godipokhari,35
Shamakhunta,Kalapathar,Alubani,20
Shamakhunta,Kalapathar,Mudrajodi,20
Shamakhunta,Kalapathara,Alubani,48
Shamakhunta,Kalapathara,Bhalubasa,62
Shamakhunta,Kalapathara,Chadakata,58
Shamakhunta,Kalapathara,Chanabadia,16
Shamakhunta,Kalapathara,Chhadakata,3
Shamakhunta,Kalapathara,Fbani Ho,1
Shamakhunta,Kalapathara,Hinjalagodia,119
Shamakhunta,Kalapathara,Jhiliribani,88
Shamakhunta,Kendua,Kendujhari,57
Shamakhunta,Kendua,"Saratchandra
pur",47
Shamakhunta,Khandia,Goudaduma,6
Shamakhunta,Khandia,Goudruhma,27
Shamakhunta,Khandia,Inkidapal,4
Shamakhunta,Khandia,Sankochiamara,20
Shamakhunta,Khandia,Shankhadar,10
Shamakhunta,Kochilaghati,Jangal Block,61
Shamakhunta,Kochilaghati,Kochilaghati,42
Shamakhunta,Kochilaghati,"Krushna
chandrapur",2
Shamakhunta,Kochilaghaty,Tarajodi,11
Shamakhunta,Kuchilaghati,Pithabata,19
Shamakhunta,Mahulia,Itamundia,32
Shamakhunta,Mahulia,Jatipur,6
Shamakhunta,Mohulia,Mohulia,48
Shamakhunta,Sindurgoura,Ambadubi,10
Shamkhunta,Bhaluki,Ashanbani,27
Shamkhunta,Khandia,Khandia,16
SuKruli,Badagaon,Tulasibani,2
SuKruli,Teronti,Gambharipal,9
SuKruli,Teronti,Kujiaam,12
SuKruli,Teronti,Tingiria,3
Sukruli,Arjunbila,Adipur,38
Sukruli,Arjunbila,Arjunbila,13
Sukruli,Arjunbila,Baradapal,10
Sukruli,Arjunbila,Ekaghari,2
Sukruli,Arjunbila,Kashipal,10
Sukruli,Arjunbila,Kumbhirda,1
Sukruli,Arjunbila,Sialgothani,6
Sukruli,Arjunbila,Uperdiha,1
Sukruli,Arjunbilla,Upperdiha,1
Sukruli,Bhramaraposi,Teranti,12
Sukruli,Chaturanjali,Badpani,10
Sukruli,Chaturanjali,Champarei,2
Sukruli,Chaturanjali,Champerai,26
Sukruli,Chaturanjali,Champrei,1
Sukruli,Chaturanjali,Chaturanjali,15
Sukruli,Chaturanjali,Gayalchatua,11
Sukruli,Chaturanjali,Jethma,63
Sukruli,Chaturanjali,Majurasahi,6
Sukruli,Chaturanjali,Sarubil,86
Sukruli,Chaturanjali,Sarubil( Hatibandha),12
Sukruli,Chaturanjli,Champarai,2
Sukruli,Galusahi,Budamara,22
Sukruli,Galusahi,Budhamara,2
Sukruli,Galusahi,Chandiahil,11
Sukruli,Galusahi,Chandiahill,1
Sukruli,Galusahi,Galusahi,114
Sukruli,Galusahi,Khamrasahi,1
Sukruli,Galusahi,Tutisahi,3
Sukruli,Haladia,Badbil,33
Sukruli,Haladia,Baria,14
Sukruli,Haladia,Haladia,27
Sukruli,Haladia,Kasia,35
Sukruli,Haladia,Nuangon,1
Sukruli,Jamunti,Ghagarda,14
Sukruli,Jamunti,Gharmabeda,2
Sukruli,Jamunti,Kusanpur,2
Sukruli,Jamunti,Raidiha,14
Sukruli,Jamuti,Ghagarda,14
Sukruli,Jamuti,Gharamabeda,66
Sukruli,Jamuti,Jamuti,64
Sukruli,Jamuti,Kasiabeda,26
Sukruli,Jamuti,Kusunpur,35
Sukruli,Jamuti,Mahuliashol,1
Sukruli,Jamuti,Panideuli,29
Sukruli,Jamuti,Uperdiha,33
Sukruli,Jhadghasda,Bangiriposi,8
Sukruli,Jhadghasda,Jhadghasda,22
Sukruli,Jhadghasda,Saradha,50
Sukruli,Jhadghasda,Tangia,18
Sukruli,Jhadghosada,Rautalipat,8
Sukruli,Jhadghosada,Tutisahi,18
Sukruli,Jhadghosda,Bangriposi,2
Sukruli,Jhadghosda,Saradha,34
Sukruli,Jhadgosada,Kudarsahi,22
Sukruli,Khiching,Ghodeikudar,9
Sukruli,Khiching,Jamdapal,19
Sukruli,Khiching,Khiching,29
Sukruli,Khiching,Parbatipur,27
Sukruli,Nuabeda,Manoharpur,1
Sukruli,Singida,Singida,4
Sukruli,Sukruli,Mahuliasuli,14
Sukruli,Sukruli,Pandarsil,10
Sukruli,Sukruli,Pandrasil,10
Sukruli,Teranli,Bhaliadiha,1
Sukruli,Teranti,Askipal,6
Sukruli,Teranti,Bhaliadiha,1
Sukruli,Teranti,Godhimara,18
Sukruli,Teranti,Govindasahi,8
Sukruli,Teranti,Kujiam,17
Sukruli,Teranti,Manoharapur,20
Sukruli,Teranti,Manoharpur,8
Sukruli,Teranti,Patua,8
Sukruli,Teranti,Tingiria,10
Sukruli,Teranty,Askipal,2
Sukruli,Teranty,Badteranty,2
Sukruli,Teranty,Teranty,2
Sukuruli,Haladia,Deuli,30
Sukuruli,Haladia,Pokharia,40
Suliapada,Analkuda,Purunapani,4
Suliapada,Anlakuda,Jhaliamara,18
Suliapada,Anlakuda,Purunapani,19
Suliapada,Badabhalia,Hatimada,49
Suliapada,Badbhalia,Sanbhalia,5
Suliapada,Baghada,Chauladahani,15
Suliapada,Baghada,Dhabanisole,6
Suliapada,Baghada,Gangasole,43
Suliapada,Baghada,Kaptisole,23
Suliapada,Baghada,Salabani,19
Suliapada,Chuhat,Badnachana,7
Suliapada,Chuhat,Bhola,2
Suliapada,Chuhat,Chuhat,22
Suliapada,Chuhat,Dhakhaman,19
Suliapada,Chuhat,Handibhanga,40
Suliapada,Chuhat,Jalaghati,154
Suliapada,Chuhat,Jamsole,8
Suliapada,Deuli,Badsole,1
Suliapada,Deuli,Bijaykrushnach.pur,6
Suliapada,Deuli,Kadapatia,11
Suliapada,Fania,Banagaon,12
Suliapada,Fania,Fania,32
Suliapada,Fania,Gendakhale,9
Suliapada,Fania,Gouduniadova,26
Suliapada,Fania,Jambhilapal,3
Suliapada,Fania,Majhianitofa,8
Suliapada,Fania,Manda,6
Suliapada,Fania,Tentaposi,14
Suliapada,Kanimahuli,Juluk,4
Suliapada,Kanimohuli,Badaputuka,23
Suliapada,Kanimohuli,Sanaputuka,19
Suliapada,Kantisahi,Bhaliasol,1
Suliapada,Kantisahi,Bhaliasole,16
Suliapada,Kantisahi,Dhansole,26
Suliapada,Kantisahi,Lodhakundia,11
Suliapada,Kantisahi,Murgapahadi,30
Suliapada,Kantisahi,Patharnesa,142
Suliapada,Kantisahi,Pokharia,15
Suliapada,Kantisahi,Tadki,9
Suliapada,Kohi,Pratapch.pur,1
Suliapada,Kujidihi,Bada,18
Suliapada,Kujidihi,Badda,1
Suliapada,Kujidihi,Badsukhilakhal,11
Suliapada,Mahabila,Mahabila,1
Suliapada,Mahabila,Masinakati,6
Suliapada,Mahabila,Pala,33
Suliapada,Mahabila,Tilaujodia,4
Suliapada,Mohabila,Mohabila,3
Suliapada,Mohabila,Pal,18
Suliapada,Mohabila,Pandusole,18
Suliapada,Mohabila,Tilajodia,4
Suliapada,Mohabilla,Pal,1
Suliapada,Mohabilla,Tilajodia,1
Suliapada,Nuagan,Mashinakati,9
Suliapada,Nuagan,Padugirisole,47
Suliapada,Nuagaon,Tolakchuan,24
Suliapada,Salabani,Salabani,1
Suliapada,Suliapada,Dhakhaman,12
Suliapada,Suliapada,Patarnesa,12
Suliapada,Ufalgadia,BadBanagan,20
Suliapada,Ufalgadia,Chandabila,11
Suliapada,Ufalgadia,Dhobanisole,7
Suliapada,Ufalgadia,Kadakotha,14
Suliapada,Ufalgadia,Kalajhari,8
Suliapada,Ufalgadia,Kankini,15
Suliapada,Ufalgadia,Sansole,43
Suliapada,Ufalgadia,Telia,32
Suliapada,Ufalgadia,Tilakpal,10
Suliapada,Ufalgadia,Ufalgadia,6
Suliapada,Ufalgodia,Dhobanisole,7
Suliapada,Ufalgodia,Kalajhari,2
Suliapada,Ufalgodia,Sankhuntapal,2
Suliapada,Ufalgodia,Shanshasole,13
Suliapada,Ufalgodia,Telia,14
Suliapada,Ufalgodia,Tilakpal,10
Suliapada,Uphalgadia,Bhandarisole,21
Suliapada,Uphalgadia,Murgapahadi,3
Suliapada,Uphalgadia,Palashdiha Samil Gandiadiha,3
Suliapada,Uphalgadia,Telia,1
Suliapada,Uphalgadia,Uphalgadia,1
Suliapada,ufalgadia,Chandabila,1
Suliapada,ufalgadia,Dhabanisole,7
Thakurmunda,Bhaliadal,Asurkhal,83
Thakurmunda,Bhaliadal,Baula,50
Thakurmunda,Bhaliadal,Jambani,2
Thakurmunda,Bhaliadal,Jamubani,101
Thakurmunda,Champajhar,Bhejidiha,56
Thakurmunda,Champajhar,Dangadiha,9
Thakurmunda,Champajhar,Diliganj,30
Thakurmunda,Champajhar,Dilliganj,1
Thakurmunda,Champajhar,Jamukhanjari,2
Thakurmunda,Champajhar,Kirkichipal,11
Thakurmunda,Champajhar,Kokanda,24
Thakurmunda,Champajhar,Mankadbeda,23
Thakurmunda,Champajhar,Patrapada,23
Thakurmunda,Champajhar,Sanbaliposi,11
Thakurmunda,Digdhar,Khuntaposi,20
Thakurmunda,Digdhar,Taramara,25
Thakurmunda,Hatigada,Khaparkhai,2
Thakurmunda,Hatigada,Sanmahuldiha,32
Thakurmunda,Hatigoda,Ghodabindha,85
Thakurmunda,Jarak,Dakeipal,21
Thakurmunda,Jarak,Jarak,24
Thakurmunda,Jarak,Kucheidihi,9
Thakurmunda,Jarak,Panaposi,33
Thakurmunda,Kendujiani,Dumuradiha,8
Thakurmunda,Kendujiani,Padhiarsahi,22
Thakurmunda,Kendujiani,Sarubali,4
Thakurmunda,Kendujuani,Cheratangar,9
Thakurmunda,Kendujuani,Dumurdiha,10
Thakurmunda,Kendujuani,Kendujuani,19
Thakurmunda,Kendujuani,Khuntakata,40
Thakurmunda,Kendujuani,Sarubil,10
Thakurmunda,Kesadiha,Kesadiha,17
Thakurmunda,Kesdiha,Badaliposi,37
Thakurmunda,Kesdiha,Badbaliposi,2
Thakurmunda,Kesdiha,Purunapani,8
Thakurmunda,Keshadiha,Badbaliposi,18
Thakurmunda,Keshadiha,Balbaliposi,4
Thakurmunda,Keshadiha,Keshadiha,17
Thakurmunda,Khandabandh,Baliposi,7
Thakurmunda,Padiabeda,Ambabeda,22
Thakurmunda,Padiabeda,Boring,36
Thakurmunda,Padiabeda,Kalasira,9
Thakurmunda,Padiabeda,Padiabeda,31
Thakurmunda,Padiabeda,Sanarugudibeda,8
Thakurmunda,Salachua,Duarsuni,36
Thakurmunda,Salchua,Baghamara (Baunsapani),10
Thakurmunda,Salchua,Balidhia,9
Thakurmunda,Salchua,Baunsapani,30
Thakurmunda,Salchua,Kundei,50
Thakurmunda,Salchua,Salchua,67
Thakurmunda,Saleibeda,Badmahuldiha,28
Thakurmunda,Saleibeda,Kasibeda,22
Thakurmunda,Saleibeda,Rugudisahi,10
Thakurmunda,Satkosia,Duarsuni,78
Thakurmunda,Satkosia,Satkosia,103
Thakurmunda,Talapada,Khadipal,10
Thakurmunda,Thakurmu nda,Rugudi beda,2
Thakurmunda,Thakurmunda,(Khejuria),1
Thakurmunda,Thakurmunda,Chamakpur,30
Thakurmunda,Thakurmunda,Khamdiha,68
Thakurmunda,Thakurmunda,Khejuria,5
Thakurmunda,Thakurmunda,Panasdiha,31
Thakurmunda,Thakurmunda,Rugudibeda,51
Thakurmunda,Thakurmunda,Sudarsanpur,1
Thakurmunda,Thakurmunda,Thakurmunda,3
Tiring,Bad Dalima,Bad Dalima,3
Tiring,Bad Dalima,Mankididihi,9
Tiring,Badadalima,Damadihi,1
Tiring,Badalima,Balia Sahi,23
Tiring,Badalima,Baliasahi,10
Tiring,Badalima,Dalajodi,6
Tiring,Badalima,Dama Dihi,10
Tiring,Baddalima,Balia Sahi,1
Tiring,Baddalima,Dama Dihi,2
Tiring,Badnarani,Badnarani,2
Tiring,Badnarani,Chandri,6
Tiring,Badnarani,Deogan,4
Tiring,Badnarani,Deugan,4
Tiring,Badnarani,Maghua,1
Tiring,Badnarani,Matkamdihi,4
Tiring,Badnarani,Sindirighutu,3
Tiring,Badnarani,Tudukam,1
Tiring,Badnarini,Badnarini,2
Tiring,Gitilata,Baladpada,29
Tiring,Gitilata,Gitilata,15
Tiring,Gitilata,Jadunathpur,8
Tiring,Gitilata,Sankumrum,14
Tiring,Kulughutu,Barudihi,35
Tiring,Kulughutu,Kulughutu,5
Tiring,Lupung,Bholagadia,11
Tiring,Lupung,Dubulabeda,4
Tiring,Lupung,Hensadihi,14
Tiring,Lupung,Henseldihi,7
Tiring,Lupung,Lupung,3
Tiring,Lupung,Pandhada,2
Tiring,Lupung,Raibadi,6
Tiring,Naranpur,Raghunathpur,1
Tiring,Narayanpur,Raghunathpur,10
Tiring,Narayanpur,Satpuri,10
Tiring,Pandupani,Badgobra,9
Tiring,Pandupani,Jota,29
Tiring,Rengalbeda,Bhagabandi,10
Tiring,Rengalbeda,Sandalima,4
Tiring,Sanbhundu,Badbhundu,4
Tiring,Sanbhundu,Bankati,2
Tiring,Sanbhundu,Changua,3
Tiring,Sanbhundu,Talsa,16
Tiring,Tiring,Badasiajang,7
Udala,Badakhaman,Anantapur,20
Udala,Badakhaman,Kutling,54
Udala,Badakhaman,Manikpur,83
Udala,Badasingaria,Adapal,10
Udala,Badasingaria,Kuanrpal,26
Udala,Badasingaria,Kunarpal,50
Udala,Badasingaria,Pagadadar,42
Udala,Badasingharia,Ambadiha,82
Udala,Badkhaman,Anantapur,28
Udala,Badkhaman,Badkhaman,30
Udala,Badkhaman,Kutling,42
Udala,Badkhaman,Kutling (Phuljhari),20
Udala,Badkhaman,Manikpur,31
Udala,Badsingaria,Angarpada,86
Udala,Badsingaria,Badsingaria,132
Udala,Badsingaria,Dugudha,64
Udala,Badsingaria,Kuanrpal,161
Udala,Badsingaria,Kuanrpal (Nuasahi),24
Udala,Badsingaria,Kunarpal (Nuasahi),17
Udala,Badsingaria,Sanpokhari,24
Udala,Badsingaria,Sansingaria,6
Udala,Bahbandh,Kanakapada,17
Udala,Bahubandh,Bahubandh,110
Udala,Bahubandh,Nabara,28
Udala,Bahubandh,Salamundali,44
Udala,Bahubandh,Urmal,74
Udala,Khaladi,Beguniadiha,23
Udala,Khaladi,Chuliaposi,48
Udala,Khaladi,Dutikadeipur,36
Udala,Khaladi,Jualia,49
Udala,Khaladi,Kainsari,28
Udala,Khaladi,Naraharipur,30
Udala,Khaladi,Patpur,6
Udala,Khaladi,Raidandia,48
Udala,Khaladi,Rangamatia,57
Udala,Kochiladiha,Bairatpur,72
Udala,Kochiladiha,Kochiladiha,146
Udala,Kochiladiha,Manidi,68
Udala,Kundabai,Balabhadrapur,48
Udala,Kundabai,Kundabai,59
Udala,Kutling,Udala,26
Udala,Nuagan,(Phulbadia),6
Udala,Nuagan,Jamudiha,246
Udala,Nuagan,Nuagan,10
Udala,Patsanipur,Ambikadeipur,82
